Registre,Nom,Tipologia,Inscripció ,Capacitat,Adreça,Municipi,Districte,CP,Comarca,Telèfon,Titular,Qualificació,NIF
S03663,STO TEB Estació,Servei de centre de dia de teràpia ocupacional per a persones amb discapacitat intel·lectual (STO),1997-07-04,20,"C.  Andana de l'Estació, 56",Barcelona,9,08030,Barcelonès,933117212,"TEB Barcelona, SCCL",Entitat privada d'iniciativa social,F62635859
S02579,Distribució aliments Parròquia Mare de Déu de la Salut,Servei de suport als serveis socials bàsics ( Distribució d'aliments),1994-11-23,0,"Av. Rectoret, 26",Barcelona,5,08017,Barcelonès,932047503,Parròquia Mare de Déu de la Salut,Entitat privada d'iniciativa social,R0800526F
S10391,Assistent Personal Disc. Físics Suport Vida Autònoma de la Fundació Adimir,"Servei d'assistència personal de suport a la vida autònoma i d'integració social i comunitària, per a persones amb discapacitat física",2020-07-13,0,"C.  Crisantems, s/n",Montcada i Reixac,,08110,Vallès Occidental,,Fundació Adimir,Entitat privada d'iniciativa social,G62207444
S11009,Logos,Servei de suport als serveis socials bàsics,2023-03-08,0,C.  Nou de Santa Tecla,Tarragona,,43004,Tarragonès,662262323,null,null,null
S03070,Càritas Parroquial d'Arbúcies,Servei de suport social als serveis socials especialitzats,1996-02-26,0,"C.  Vern, 9",Arbúcies,,17401,Selva,972860080,Càritas Diocesana de Girona,Entitat privada d'iniciativa social,R1700016G
S04805,Centre de dia Merán,Servei de centre de dia per a gent gran de caràcter temporal o permanent,2001-03-26,10,"Pge.Riu Mogent, 1",Badalona,,08917,Barcelonès,934604000,"Residencia Merán, SA",Entitat privada d'iniciativa mercantil,A61778486
S08527,Centre de dia Sidibel Diagonal,Servei de centre de dia per a gent gran de caràcter temporal o permanent,2013-04-23,2,"Ctr.de Collblanc, 167, Baixos","Hospitalet de Llobregat, l'",,08906,Barcelonès,934582335,"Sidibel Diagonal, SL",Entitat privada d'iniciativa mercantil,B63445241
S05923,CDIAP-Magroc,Servei d'atenció precoç,2004-05-11,0,"C.  Major, 40-42, Ent. C",Terrassa,,08221,Vallès Occidental,937333970,"Magroc, SCCL",Entitat privada d'iniciativa social,F63355986
S04468,Servei de suport GASS,Servei de suport als serveis socials bàsics,1999-12-22,0,"C.  Sant Alexandre, 29, 4rt 1ª",Barcelona,7,08032,Barcelonès,933584164,GASS (Grup associat pels serveis de salut),Entitat privada d'iniciativa social,G61587192
S09112,Llar amb suport Cos-Gayón,Servei de llar amb suport temporal o permanent per a persones amb problemàtica social derivada de malaltia mental,2015-09-21,4,"c.  Cos-Gayón, 6, 3er 2ª",Lleida,,25002,Segrià,973102629,Institut de Treball Social i Serveis Socials (INTRESS),Entitat privada d'iniciativa social,G08973224
S09260,Centre de dia Les Orenetes,Servei de centre de dia per a gent gran de caràcter temporal o permanent,2016-04-15,16,Ctr.Nacional 340km (1145 Casa San Josep de la Salle),Vinyols i els Arcs,,43391,Baix Camp,675636494,AFACD Associació familiars d'Alzheimer Costa Daurada,Entitat privada d'iniciativa social,G55612709
S02326,Residència assistida els Arcs,Servei de residència assistida per a gent gran de caràcter temporal o permanent,1994-01-14,84,"Ctr.de Llers, s/n",Figueres,,17600,Alt Empordà,972671590,Generalitat de Catalunya,Entitat d'iniciativa pública,S0811001G
S03115,Càritas Interparroquial de Palamós,Servei de suport als serveis socials bàsics ( Distribució d'aliments),1996-03-11,0,"C.  Mas Guardies, 20, Semisot II",Palamós,,17230,Baix Empordà,972314420,Càritas Diocesana de Girona,Entitat privada d'iniciativa social,R1700016G
S05987,SOI TEB Verdum,Servei de centre de dia ocupacional d'inserció per a persones amb discapacitat intel·lectual (SOI),2004-08-11,16,"C.  Artesania, 57-59",Barcelona,8,08042,Barcelonès,933502308,"TEB Barcelona, SCCL",Entitat privada d'iniciativa social,F62635859
S08983,Centre de distribució d'aliments (CDA) de Palafrugell,Servei de suport als serveis socials bàsics ( Distribució d'aliments),2015-03-05,0,"C.  Cases Noves, 74",Palafrugell,,17200,Baix Empordà,639720908,Càritas Diocesana de Girona,Entitat privada d'iniciativa social,R1700016G
S11322,Espai d'atenció i acollida,Servei de suport als serveis socials bàsics,2024-03-13,0,"C.  Major, 7",Sant Andreu de la Barca,,08740,Baix Llobregat,936525770,null,null,null
S11317,CDIAP Granollers,Servei d'atenció precoç,2024-03-11,8,"Av. Del Parc, 9, bxos",Granollers,,08402,Vallès Oriental,,"Centre d'Atenció a la Primera Infància del Vallès Oriental, S.C.C.L.",Entitat privada d'iniciativa social,F59320952
S11320,Suport als Serveis Socials Especialitzats-Espai Beguines,Servei de suport social als serveis socials especialitzats,2024-03-12,0,"C.  Joan Maragall, 7, bxs N2-9",Llinars del Vallès,,08450,Vallès Oriental,932155626,"Associació ""IN VIA""",Entitat privada d'iniciativa social,G64980501
S09525,Residencial Cornellà,Servei de residència assistida per a gent gran de caràcter temporal o permanent,2017-12-01,140,"Av. del Parc, 46",Cornellà de Llobregat,,08940,Baix Llobregat,932303500,"Sanitas Mayores, SL",Entitat privada d'iniciativa mercantil,B58937178
S03791,Servei de centre de dia Geriàtric Guiamets,Servei de centre de dia per a gent gran de caràcter temporal o permanent,1997-10-28,2,"Av. La Carretera, 55","Guiamets, els",,43777,Priorat,977413020,"Geriàtric Guiamets, S.L.",Entitat privada d'iniciativa mercantil,B43493618
S06414,Centre de dia de la Vall d'Àger,Servei de centre de dia per a gent gran de caràcter temporal o permanent,2005-12-22,6,"C.  La Font, 2",Àger,,25691,Noguera,973455058,Ajuntament d'Àger,Entitat d'iniciativa pública,P2500200G
S01967,Unitat Bàsica d'Atenció Social Primària del Sector 5è. del Baix Empordà,Servei bàsic d'atenció social,1993-02-17,0,"C.  Teatre, s/n",Torroella de Montgrí,,17257,Baix Empordà,972760029,Ajuntament de Torroella de Montgrí,Entitat d'iniciativa pública,P1721200B
S09456,Club Social Terres de l'Ebre,Servei de club social (mòdul A / mòdul B),2017-07-07,20,"C.  Amèrica, 44, Baixos",Amposta,,43870,Montsià,,Associació de Familiars de Malalts Mentals de les Terres de l'Ebre,Entitat privada d'iniciativa social,G43552066
S00567,Serveis Socials Bàsics del Vendrell,Servei bàsic d'atenció social,1990-04-02,0,"C.  Quarter, 4","Vendrell, el",,43700,Baix Penedès,977166416,Ajuntament del Vendrell,Entitat d'iniciativa pública,P4316500J
S03438,Residència Geriàtrica Santa Rosalia,Servei de residència assistida per a gent gran de caràcter temporal o permanent,1996-11-28,33,"C.  Escola Pia, 2",Sabadell,,08201,Vallès Occidental,937265551,"Residència Geriàtrica Santa Rosalia, S.L.",Entitat privada d'iniciativa mercantil,B61086765
S06184,Residència Can Carré,Servei de residència assistida per a gent gran de caràcter temporal o permanent,2005-04-05,25,"C.  Sant Martirià, 75-77",Banyoles,,17820,Pla de l'Estany,972574005,"Artris Serveis Socials, SL",Entitat privada d'iniciativa mercantil,B55109292
S00461,ARNAIC - Servei d'orientació i diagnòstic,Servei d'orientació,1990-01-18,0,"Ctr.de Manresa, 24, ent",Igualada,,08700,Anoia,938032540,null,null,null
S02940,Servei de suport d'acolliment diürn de la Residencia Colonias Extranjeras,Servei de centre de dia per a gent gran de caràcter temporal o permanent,1995-09-18,20,"C.  22 de la Pineda, 13-15",Castelldefels,,08860,Baix Llobregat,936651550,Fundación Residencia Colonias Extranjeras de Barcelona,Entitat privada d'iniciativa social,G08706947
S07891,Residència per a persones amb discapacitat psíquica Hospitalet de Llobregat - Bellvitge,Servei de centre residencial temporal o permanent per a persones amb discapacitat intel·lectual,2010-11-02,28,"Av. Mare de Déu de Bellvitge, 150-164 i 90-98","Hospitalet de Llobregat, l'",,08907,Barcelonès,,Generalitat de Catalunya,Entitat d'iniciativa pública,S0811001G
S00257,Servei Social d'Atenció Primària-Ajuntament de Sant Fruitós de Bages,Servei bàsic d'atenció social,1989-03-13,0,"Ctr.de Vic, 52",Sant Fruitós de Bages,,08272,Bages,938760016,Ajuntament de Sant Fruitós de Bages,Entitat d'iniciativa pública,P0821200C
S04984,Residència Ramon Noguera V,Servei de centre residencial temporal o permanent per a persones amb discapacitat intel·lectual,2001-10-22,8,"C.  Finestrelles, 15 baixos 3a i 4a",Girona,,17005,Gironès,,Fundació Montilivi,Entitat privada d'iniciativa social,G55121891
S08308,La Troballa,Servei de suport social als serveis socials especialitzats,2012-05-04,0,"C.  Puig i Xoriguer, 17, bxs",Barcelona,3,08004,Barcelonès,934412990,null,null,null
S07718,Banc d'Aliments Nova Vida,Servei de suport als serveis socials bàsics ( Distribució d'aliments),2010-04-09,0,"Psg.Doctor Torrent, 3",Barcelona,7,08027,Barcelonès,633478307,Iglesia de la Biblia Abierta NUEVA VIDA,Entitat privada d'iniciativa social,R0801722J
S09116,Pis Pge. Ros,Servei de pis amb suport per a persones amb drogodependències (baixa i alta intensitat),2015-09-29,3,"Pge.de Ros, 6, bxs 2ª",Barcelona,7,08032,Barcelonès,,null,null,null
S01316,Servei d'Atenció Social Primària de l'Ajuntament de Rajadell,Servei bàsic d'atenció social,1991-09-30,0,"c.  Major, 10",Rajadell,,08289,Bages,,Ajuntament de Rajadell,Entitat d'iniciativa pública,P0817700H
S03674,Servei de suport ADFIR,Servei de suport social als serveis socials especialitzats,1997-07-11,0,"C.  Mossèn Àngel Rodamilans, 223, bxs 1ª",Terrassa,,08222,Vallès Occidental,,Associació de malalts necessitats de fisioteràpia i rehabilitació - ADFIR,Entitat privada d'iniciativa social,G61040622
S07918,Residència d'avis de Batea,Servei de residència assistida per a gent gran de caràcter temporal o permanent,2010-11-29,60,"C.  del Cos, 10",Batea,,43786,Terra Alta,977430913,"SAGESSA, Assistència Sanitària i Social, SA",Entitat d'iniciativa pública,A43216779
S04107,Centre de dia l'Oreneta,Servei de centre de dia per a gent gran de caràcter temporal o permanent,1998-11-24,15,"Psg.Marítim, 222-224",Castelldefels,,08860,Baix Llobregat,936363313,"Residència l'Oreneta, SL",Entitat privada d'iniciativa mercantil,B61059994
S05377,Servei de suport a l'autonomia a la pròpia llar Auria,Servei de suport a l'autonomia a la pròpia llar per a persones amb discapacitat intel·lectual,2002-11-19,0,"C.  Pere Bosch i Soldevila, 18",Igualada,,08700,Anoia,938017438,Fundació Privada Auria,Entitat privada d'iniciativa social,G60136637
S07932,Centre de dia CIM Bellaterra,Servei de centre de dia per a gent gran de caràcter temporal o permanent,2010-12-15,15,"C.  Camí antic St. Cugat, 103 (Bellaterra)",Cerdanyola del Vallès,,08193,Vallès Occidental,930001401,"Bellacresta, SL",Entitat privada d'iniciativa mercantil,B63190003
S06827,Somi,Servei d'ajuda a domicili,2007-06-01,0,"C.  Llacuna, 162, 2a, mòdul 203 B (Barcelona Activa)",Barcelona,10,08018,Barcelonès,932101259,"Societat Catalana d'Assistència Especial, SL",Entitat privada d'iniciativa mercantil,B64362486
S08451,Suport a persones amb adiccions (Distribució d'aliments),Servei de suport als serveis socials bàsics ( Distribució d'aliments),2012-11-06,0,"C.  Castelldefels, 1",Gavà,,08850,Baix Llobregat,936381323,Associació Pro-ajudes Minories Marginades,Entitat privada d'iniciativa social,G58900812
S10976,SAD Caminem Junts,Servei d'ajuda a domicili,2023-02-03,0,"C.  Taquigraf Garriga, 4, loc 2",Esparreguera,,08292,Baix Llobregat,646.187.520,"Caminem Junts,S.L.",Entitat privada d'iniciativa mercantil,B10565653
S04976,Servei de suport l'Alzina,Servei de suport social als serveis socials especialitzats,2001-10-19,0,"Av. Puig i Ferrater, 6","Selva del Camp, la",,43470,Baix Camp,,Associació selvatana d'integració de disminuïts psíquics l'Alzina (ASIDP),Entitat privada d'iniciativa social,G43474634
S04561,Residencia geriátrica Yayo Toni,Servei de residència assistida per a gent gran de caràcter temporal o permanent,2000-05-03,25,"C.  Vidal i Barraquer, 21 (Urb. Fontpineda)",Pallejà,,08780,Baix Llobregat,936501798,"Grupo Ainiri, SL",Entitat privada d'iniciativa mercantil,B61844122
S09100,Atenció psico-social a nens i joves amb Transtorn de l'espectre autista,Servei de suport social als serveis socials especialitzats,2015-08-25,0,"c.  Morella, 51",Terrassa,,08223,Vallès Occidental,678663717,Associació TEA (Asperger) Vallès Occidental,Entitat privada d'iniciativa social,G65064727
S06885,Serveis Socials per Refugiats,Servei de suport social als serveis socials especialitzats,2007-07-31,0,"C.  Junta de Comerç, 26, bxs",Barcelona,2,08001,Barcelonès,933012539,Comissió Catalana d'Ajuda als Refugiats,Entitat privada d'iniciativa social,G63721963
S06220,Servei d'atenció als malalts d'Alzheimer i a les seves famílies,Servei de suport social als serveis socials especialitzats,2005-05-10,0,"Psg.Joan Moreira, 25",Tortosa,,43500,Baix Ebre,977510519,Associació de Familiars de Malalts d'Alzheimer de les Terres de l'Ebre (AFATE),Entitat privada d'iniciativa social,G43785971
S03987,Centre de dia de la Residència Clívia,Servei de centre de dia per a gent gran de caràcter temporal o permanent,1998-05-27,17,"C.  S'Auguer, 44",Blanes,,17300,Selva,972353506,"Grup Orpanimar, S.L.",Entitat privada d'iniciativa mercantil,B61347894
S07118,Vitalia Llorenç (Residència assistida),Servei de residència assistida per a gent gran de caràcter temporal o permanent,2008-05-29,121,"C.  Camino cal Prosset, 15",Llorenç del Penedès,,43712,Baix Penedès,977677879,"Vitalia Suite, SL",Entitat privada d'iniciativa mercantil,B99136558
S07717,Banc d'Aliments de l'Ajuntament de Sant Cebrià de Vallalta,Servei de suport als serveis socials bàsics ( Distribució d'aliments),2010-04-06,0,"C.  Centre, 27",Sant Cebrià de Vallalta,,08396,Maresme,937631024,Ajuntament de Sant Cebrià de Vallalta,Entitat d'iniciativa pública,P0820200D
S02690,Servei de suport de la Parròquia de Sant Pancraç,Servei de suport social als serveis socials especialitzats,1995-02-07,0,"C.  Badajoz, 130",Barcelona,10,08018,Barcelonès,933005957,Parròquia de Sant Pancraç,Entitat privada d'iniciativa social,R0800321B
S10912,Estació 1,Servei de centre de dia d'atenció especialitzada temporal o permanent per a persones amb discapacitat física,2022-10-27,18,"Psg.Taulat, 106-116, Baixos dreta",Barcelona,10,08005,Barcelonès,679983577,Fundació Pere Mitjans,Entitat privada d'iniciativa social,G58580143
S06573,Servei d'atenció domiciliària Jubilus Gerontologia,Servei d'ajuda a domicili,2006-08-31,0,"Pça.Maria Auxiliadora, 5, loc 1ª",Girona,,17007,Gironès,972217712,"Jubilus Gerontologia, SL",Entitat privada d'iniciativa mercantil,B17825688
S10108,Servei de Vida Independent per discapacitat física Bell-lloc,Servei de suport a l'autonomia a la pròpia llar per a persones amb discapacitat física,2019-07-17,0,"C.  Tarragona, 16",Cardedeu,,08440,Vallès Oriental,938444105,Fundació Lluïsa Oller,Entitat privada d'iniciativa social,G65434920
S10800,Rebost social del Centre Social el Roser,Servei de suport als serveis socials bàsics ( Distribució d'aliments),2022-02-02,0,"C.  Josep Caixés, 1",Reus,,43203,Baix Camp,977010010,Ajuntament de Reus,Entitat d'iniciativa pública,P4312500D
S06407,Servei de suport a l'autonomia a la pròpia llar Onada,Servei de suport a l'autonomia a la pròpia llar per a persones amb discapacitat intel·lectual,2005-12-20,0,"C.  Mercuri, 163-B (Polígon Industrial Riu Clar)",Tarragona,,43006,Tarragonès,977546122,Fundació Privada Onada,Entitat privada d'iniciativa social,G43768019
S05251,Pis de suport social l'Oblit,Servei de pis amb suport per a persones amb drogodependències (baixa i alta intensitat),2002-07-25,6,"C.  Albareda, 37, 4rt 1ª","Hospitalet de Llobregat, l'",,08904,Barcelonès,934499422,Associació d'acollida i acció Terapèutica (AAT),Entitat privada d'iniciativa social,G08921991
S07776,Programa de Suport a l'Autonomia a la Propia Llar (ACUDAM),Servei de suport a l'autonomia a la pròpia llar per a persones amb discapacitat intel·lectual,2010-06-02,0,"C.  Ferrer i Busquets, 2",Mollerussa,,25230,Pla d'Urgell,973710404,"Associació Comarcal Urgell d'Ajuda al Minusvàlid, ACUDAM",Entitat privada d'iniciativa social,G25014036
S04279,Menjador Fundació Privada Can Planoles,Servei de menjador social,1999-05-28,30,"C.  Residència, s/n",Roda de Ter,,08510,Osona,,Fundació Privada Can Planoles,Entitat privada d'iniciativa social,G61754685
S05707,Portamar Residencial,Servei de residència assistida per a gent gran de caràcter temporal o permanent,2003-10-22,55,"Av. 341, núm. 14",Castelldefels,,08860,Baix Llobregat,936645530,"Portamar Residencial, SL",Entitat privada d'iniciativa mercantil,B60858610
